name,pos_detail,team_full,fa_type,snap_pct,age,prior_apy,prior_gtd,team,pos_group,slug,low,high,midpoint,comp_count,comp_names,method
Alex Ward,LS,Raiders,UFA,14.6,28.0,1145000.0,0.0,LV,ST,alex-ward,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 25.0-31.0"
Bo Melton,WR,Packers,RFA,9.1,28.0,1145000.0,0.0,GB,WR,bo-melton,20.0,25.6,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Brandon Aiyuk (age 28, $30.0M)', 'Jaylen Waddle (age 28, $28.2M)', 'DeVonta Smith (age 28, $25.0M)']","21 comps at WR, age 25.0-31.0"
Lawrence Cager,WR,Commanders,UFA,0.1,30.0,1145000.0,0.0,WAS,WR,lawrence-cager,16.8,24.4,22.8,16,"['Marquise Brown (age 30, $5.0M)', 'Christian Watson (age 28, $11.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'D.K. Metcalf (age 29, $33.0M)']","16 comps at WR, age 27.0-33.0"
Zachary Thomas,RG,49ers,UFA,0.0,29.0,1145000.0,0.0,SF,OL,zachary-thomas,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Chase Lucas,CB,Buccaneers,UFA,9.0,30.0,1145000.0,0.0,TB,CB,chase-lucas,4.5,14.3,6.4,15,"['Marshon Lattimore (age 30, $19.4M)', 'Chidobe Awuzie (age 32, $5.0M)', 'Keisean Nixon (age 30, $6.0M)', 'Cobie Durant (age 29, $4.0M)']","15 comps at CB, age 27.0-33.0"
Matthew Butler,IDL,Dolphins,UFA,20.1,28.0,1145000.0,0.0,MIA,IDL,matthew-butler,6.8,18.0,13.6,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","6 comps at IDL, age 25.0-31.0"
Payton Turner,EDGE,Lions,UFA,0.0,28.0,1145000.0,0.0,DET,EDGE,payton-turner,5.8,22.6,8.5,20,"['Arnold Ebiketie (age 28, $4.3M)', 'Baron Browning (age 28, $7.5M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)']","20 comps at EDGE, age 25.0-31.0"
Russ Yeast,S,Bengals,RFA,0.0,28.0,1145000.0,0.0,CIN,S,russ-yeast,4.9,15.0,9.6,11,"['Antoine Winfield Jr. (age 28, $21.0M)', 'Dane Belton (age 27, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","11 comps at S, age 25.0-31.0"
Skylar Thompson,QB,Ravens,UFA,0.0,30.0,1145000.0,0.0,BAL,QB,skylar-thompson,37.2,44.0,42.2,14,"['Joe Burrow (age 30, $55.0M)', 'Josh Allen (age 30, $55.0M)', 'Justin Fields (age 28, $11.0M)', 'Lamar Jackson (age 29, $52.0M)']","14 comps at QB, age 27.0-33.0"
Jalen Graham,LB,49ers,RFA,0.2,27.0,1145000.0,0.0,SF,LB,jalen-graham,5.5,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","11 comps at LB, age 24.0-30.0"
LaBryan Ray,IDL,Panthers,UFA,14.9,30.0,1145000.0,0.0,CAR,IDL,labryan-ray,7.0,18.0,9.2,15,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Harrison Phillips (age 31, $7.5M)']","15 comps at IDL, age 27.0-33.0"
Tristin McCollum,CB,Raiders,RFA,12.9,28.0,1145000.0,0.0,LV,CB,tristin-mccollum,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Josh Sills,LG,Colts,RFA,0.4,29.0,1145000.0,0.0,IND,OL,josh-sills,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Cade York,K,Jets,UFA,0.0,26.0,1145000.0,0.0,NYJ,ST,cade-york,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 23.0-29.0"
Tyler Goodson,RB,Falcons,UFA,3.3,27.0,1145000.0,0.0,ATL,RB,tyler-goodson,6.4,11.3,9.6,11,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Breece Hall (age 26, $14.3M)', 'Josh Jacobs (age 28, $12.0M)']","11 comps at RB, age 24.0-30.0"
Marcelino McCrary-Ball,CB,Jets,RFA,9.4,28.0,1145000.0,0.0,NYJ,CB,marcelino-mccrary-ball,4.7,16.2,13.4,15,"['Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)', 'Trevon Diggs (age 28, $16.8M)', ""Ja'Quan McMillian (age 27, $5.8M)""]","15 comps at CB, age 25.0-31.0"
Arron Mosby,EDGE,Packers,UFA,1.5,28.0,1145000.0,0.0,GB,EDGE,arron-mosby,5.8,22.6,8.5,20,"['Arnold Ebiketie (age 28, $4.3M)', 'Baron Browning (age 28, $7.5M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)']","20 comps at EDGE, age 25.0-31.0"
Jesse Luketa,EDGE,Patriots,UFA,0.0,28.0,1145000.0,0.0,NE,EDGE,jesse-luketa,5.8,22.6,8.5,20,"['Arnold Ebiketie (age 28, $4.3M)', 'Baron Browning (age 28, $7.5M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)']","20 comps at EDGE, age 25.0-31.0"
Ventrell Miller,LB,Jaguars,UFA,20.1,28.0,1144234.0,736936.0,JAX,LB,ventrell-miller,5.6,11.2,6.5,12,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","12 comps at LB, age 25.0-31.0"
Jon Gaines,LG,Cardinals,UFA,29.9,28.0,1143060.0,732240.0,ARI,OL,jon-gaines,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Tavius Robinson,EDGE,Ravens,UFA,39.7,28.0,1140141.0,720564.0,BAL,EDGE,tavius-robinson,5.8,22.6,8.5,20,"['Arnold Ebiketie (age 28, $4.3M)', 'Baron Browning (age 28, $7.5M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)']","20 comps at EDGE, age 25.0-31.0"
Isaiah McGuire,EDGE,Browns,UFA,39.1,26.0,1137982.0,711928.0,CLE,EDGE,isaiah-mcguire,6.1,22.6,8.8,14,"['Tyree Wilson (age 27, $6.3M)', 'Kingsley Enagbare (age 27, $9.0M)', 'Kayvon Thibodeaux (age 27, $7.8M)', 'Aidan Hutchinson (age 26, $45.0M)']","14 comps at EDGE, age 23.0-29.0"
Derius Davis,WR,Chargers,UFA,7.3,27.0,1137982.0,711928.0,LAC,WR,derius-davis,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Stetson Bennett,QB,Rams,RFA,0.0,30.0,1134783.0,699132.0,LAR,QB,stetson-bennett,37.2,44.0,42.2,14,"['Joe Burrow (age 30, $55.0M)', 'Josh Allen (age 30, $55.0M)', 'Justin Fields (age 28, $11.0M)', 'Lamar Jackson (age 29, $52.0M)']","14 comps at QB, age 27.0-33.0"
Tyler Lacy,IDL,Lions,UFA,21.4,28.0,1131780.0,687120.0,DET,IDL,tyler-lacy,6.8,18.0,13.6,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","6 comps at IDL, age 25.0-31.0"
Charlie Jones,WR,Bengals,UFA,1.8,29.0,1129694.0,678776.0,CIN,WR,charlie-jones,19.8,25.7,22.9,20,"['Christian Watson (age 28, $11.0M)', 'Marquise Brown (age 30, $5.0M)', 'D.K. Metcalf (age 29, $33.0M)', 'A.J. Brown (age 29, $32.0M)']","20 comps at WR, age 26.0-32.0"
Nick Herbig,LB,Steelers,UFA,52.4,26.0,1128231.0,672924.0,PIT,LB,nick-herbig,4.7,8.8,6.0,7,"['Christian Elliss (age 28, $6.8M)', 'Zaven Collins (age 28, $7.0M)', 'Isaiah McDuffie (age 28, $4.0M)', 'Mack Wilson (age 29, $4.2M)']","7 comps at LB, age 23.0-29.0"
Jay Ward,S,Vikings,UFA,23.2,27.0,1123386.0,653544.0,MIN,S,jay-ward,5.3,14.7,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","9 comps at S, age 24.0-30.0"
Eyioma Uwazurike,IDL,Broncos,UFA,36.4,29.0,1106468.0,765872.0,DEN,IDL,eyioma-uwazurike,8.0,18.0,9.2,11,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Dexter Lawrence (age 28, $22.5M)']","11 comps at IDL, age 26.0-32.0"
Brandon Codrington,CB,Texans,RFA,1.0,27.0,1100000.0,15000.0,HOU,CB,brandon-codrington,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Jarrett Kingston,LG,Texans,RFA,2.8,28.0,1100000.0,15000.0,HOU,OL,jarrett-kingston,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Shaka Heyward,LB,Bengals,RFA,3.3,27.0,1095000.0,0.0,CIN,LB,shaka-heyward,5.5,11.5,7.0,11,"['Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Christian Elliss (age 28, $6.8M)', 'Mack Wilson (age 29, $4.2M)']","11 comps at LB, age 24.0-30.0"
Zacch Pickens,IDL,Giants,RFA,5.7,27.0,1087500.0,0.0,NYG,IDL,zacch-pickens,9.2,18.0,18.0,5,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","5 comps at IDL, age 24.0-30.0"
James Houston,EDGE,Cowboys,UFA,27.7,29.0,1087500.0,0.0,DAL,EDGE,james-houston,5.5,22.5,8.8,23,"['Malcolm Koonce (age 29, $11.0M)', 'Arnold Ebiketie (age 28, $4.3M)', 'Anthony Nelson (age 30, $5.0M)', 'Baron Browning (age 28, $7.5M)']","23 comps at EDGE, age 26.0-32.0"
Atonio Mafi,LG,Raiders,RFA,15.3,27.0,1087500.0,0.0,LV,OL,atonio-mafi,5.1,15.5,9.0,20,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Broderick Jones (age 26, $4.2M)']","20 comps at OL, age 24.0-30.0"
Brodric Martin,IDL,Raiders,UFA,0.9,28.0,1087500.0,0.0,LV,IDL,brodric-martin,6.8,18.0,13.6,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","6 comps at IDL, age 25.0-31.0"
Jammie Robinson,S,Falcons,UFA,0.0,26.0,1087500.0,0.0,ATL,S,jammie-robinson,5.3,15.2,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Kyle Hamilton (age 25, $20.6M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)']","9 comps at S, age 23.0-29.0"
Brayden Willis,TE,49ers,UFA,1.2,28.0,1087500.0,0.0,SF,TE,brayden-willis,4.2,11.2,8.2,9,"['Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Tommy Tremble (age 27, $5.2M)', 'Charlie Woerner (age 30, $4.0M)']","9 comps at TE, age 25.0-31.0"
Jalen Brooks,WR,Cardinals,UFA,9.7,27.0,1087500.0,0.0,ARI,WR,jalen-brooks,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Jordon Riley,IDL,Packers,RFA,5.7,29.0,1087500.0,0.0,GB,IDL,jordon-riley,8.0,18.0,9.2,11,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Dexter Lawrence (age 28, $22.5M)']","11 comps at IDL, age 26.0-32.0"
Jarrick Bernard-Converse,CB,Giants,UFA,2.1,27.0,1087500.0,0.0,NYG,CB,jarrick-bernard-converse,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Mason Kinsey,WR,Titans,UFA,6.4,29.0,1087500.0,0.0,TEN,WR,mason-kinsey,19.8,25.7,22.9,20,"['Christian Watson (age 28, $11.0M)', 'Marquise Brown (age 30, $5.0M)', 'D.K. Metcalf (age 29, $33.0M)', 'A.J. Brown (age 29, $32.0M)']","20 comps at WR, age 26.0-32.0"
Patrick O'Connell,LB,Seahawks,RFA,5.0,29.0,1087500.0,0.0,SEA,LB,patrick-oconnell,5.6,11.2,6.5,12,"['Mack Wilson (age 29, $4.2M)', 'Isaiah McDuffie (age 28, $4.0M)', 'Zaven Collins (age 28, $7.0M)', 'Divine Deablo (age 29, $7.0M)']","12 comps at LB, age 26.0-32.0"
Andre Baccellia,WR,Cardinals,RFA,8.1,30.0,1087500.0,0.0,ARI,WR,andre-baccellia,16.8,24.4,22.8,16,"['Marquise Brown (age 30, $5.0M)', 'Christian Watson (age 28, $11.0M)', 'Demarcus Robinson (age 33, $4.0M)', 'D.K. Metcalf (age 29, $33.0M)']","16 comps at WR, age 27.0-33.0"
Raheem Layne,S,Giants,RFA,9.5,28.0,1087500.0,0.0,NYG,S,raheem-layne,4.9,15.0,9.6,11,"['Antoine Winfield Jr. (age 28, $21.0M)', 'Dane Belton (age 27, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","11 comps at S, age 25.0-31.0"
Malik Davis,RB,Cowboys,RFA,13.1,29.0,1087500.0,0.0,DAL,RB,malik-davis,6.4,11.8,9.7,12,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Saquon Barkley (age 29, $20.6M)', 'Tony Pollard (age 30, $7.2M)']","12 comps at RB, age 26.0-32.0"
Kingsley Jonathan,EDGE,Jets,RFA,1.5,29.0,1087500.0,0.0,NYJ,EDGE,kingsley-jonathan,5.5,22.5,8.8,23,"['Malcolm Koonce (age 29, $11.0M)', 'Arnold Ebiketie (age 28, $4.3M)', 'Anthony Nelson (age 30, $5.0M)', 'Baron Browning (age 28, $7.5M)']","23 comps at EDGE, age 26.0-32.0"
Cory Durden,IDL,Patriots,ERFA,37.4,28.0,1087500.0,0.0,NE,IDL,cory-durden,6.8,18.0,13.6,6,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","6 comps at IDL, age 25.0-31.0"
Xavier Gipson,WR,Giants,UFA,0.9,26.0,1087500.0,0.0,NYG,WR,xavier-gipson,21.0,26.1,22.9,20,"['Drake London (age 26, $5.4M)', 'Christian Watson (age 28, $11.0M)', ""Ja'Marr Chase (age 26, $40.2M)"", 'Garrett Wilson (age 26, $32.5M)']","20 comps at WR, age 23.0-29.0"
Aidan O'Connell,QB,Raiders,UFA,5.1,29.0,1087345.0,509380.0,LV,QB,aidan-oconnell,36.0,44.0,42.0,13,"['Justin Fields (age 28, $11.0M)', 'Lamar Jackson (age 29, $52.0M)', 'Daniel Jones (age 29, $44.0M)', 'Joe Burrow (age 30, $55.0M)']","13 comps at QB, age 26.0-32.0"
Nick Broeker,LG,Bills,RFA,0.0,27.0,1080000.0,5000.0,BUF,OL,nick-broeker,5.1,15.5,9.0,20,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Broderick Jones (age 26, $4.2M)']","20 comps at OL, age 24.0-30.0"
Tyler Badie,RB,Broncos,RFA,16.8,28.0,1075000.0,0.0,DEN,RB,tyler-badie,6.4,11.4,9.6,10,"['Jordan Mason (age 28, $5.2M)', ""D'Andre Swift (age 28, $8.0M)"", 'Josh Jacobs (age 28, $12.0M)', 'Jonathan Taylor (age 28, $14.0M)']","10 comps at RB, age 25.0-31.0"
Justin Shorter,WR,Raiders,UFA,0.5,27.0,1075000.0,0.0,LV,WR,justin-shorter,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
Matt Araiza,P,Chiefs,RFA,30.6,27.0,1075000.0,0.0,KC,ST,matt-araiza,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 24.0-30.0"
Jordan Jackson,IDL,Broncos,RFA,7.6,29.0,1075000.0,0.0,DEN,IDL,jordan-jackson,8.0,18.0,9.2,11,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Dexter Lawrence (age 28, $22.5M)']","11 comps at IDL, age 26.0-32.0"
Devon Key,S,Broncos,RFA,6.5,30.0,1075000.0,0.0,DEN,S,devon-key,4.2,13.8,6.5,11,"['Malik Hooker (age 31, $5.0M)', 'Will Harris (age 32, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jessie Bates III (age 30, $16.0M)']","11 comps at S, age 27.0-33.0"
Matt Waletzko,RT,Chiefs,UFA,0.0,28.0,1075000.0,0.0,KC,OL,matt-waletzko,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Leonard Taylor,IDL,Patriots,RFA,9.3,25.0,1075000.0,0.0,NE,IDL,leonard-taylor,9.2,18.0,18.0,5,"['Dexter Lawrence (age 28, $22.5M)', 'Jeffery Simmons (age 28, $23.5M)', 'Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)']","5 comps at IDL, age 22.0-28.0"
Jimmy Morrissey,C,Colts,UFA,0.0,29.0,1075000.0,0.0,IND,OL,jimmy-morrissey,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Justin Dedich,C,Rams,RFA,43.7,27.0,1075000.0,0.0,LAR,OL,justin-dedich,5.1,15.5,9.0,20,"['Austin Jackson (age 28, $7.0M)', 'Creed Humphrey (age 27, $18.0M)', 'Broderick Jones (age 26, $4.2M)', 'Larry Borom (age 28, $5.0M)']","20 comps at OL, age 24.0-30.0"
Rex Sunahara,LS,Browns,RFA,29.4,31.0,1075000.0,0.0,CLE,ST,rex-sunahara,4.0,5.0,4.8,3,"['Chase McLaughlin (age 31, $4.1M)', 'Harrison Butker (age 31, $6.4M)', 'Jake Elliott (age 31, $6.0M)']","3 comps at ST, age 28.0-34.0"
Ja'Tyre Carter,LG,Panthers,RFA,0.0,28.0,1075000.0,0.0,CAR,OL,jatyre-carter,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Brittain Brown,RB,Bears,RFA,1.3,30.0,1075000.0,0.0,CHI,RB,brittain-brown,6.0,12.4,9.7,10,"['Tony Pollard (age 30, $7.2M)', 'Christian McCaffrey (age 30, $19.0M)', 'Alvin Kamara (age 32, $12.2M)', 'Jordan Mason (age 28, $5.2M)']","10 comps at RB, age 27.0-33.0"
Dondrea Tillman,EDGE,Broncos,RFA,37.1,29.0,1075000.0,0.0,DEN,EDGE,dondrea-tillman,5.5,22.5,8.8,23,"['Malcolm Koonce (age 29, $11.0M)', 'Anthony Nelson (age 30, $5.0M)', 'Arnold Ebiketie (age 28, $4.3M)', 'Baron Browning (age 28, $7.5M)']","23 comps at EDGE, age 26.0-32.0"
Cole Turner,TE,Dolphins,RFA,0.0,27.0,1075000.0,0.0,MIA,TE,cole-turner,4.0,10.3,7.1,8,"['Tommy Tremble (age 27, $5.2M)', 'Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Kyle Pitts (age 27, $15.0M)']","8 comps at TE, age 24.0-30.0"
Carter Warren,RT,Dolphins,RFA,0.0,28.0,1075000.0,0.0,MIA,OL,carter-warren,5.3,15.4,10.2,24,"['Austin Jackson (age 28, $7.0M)', 'Jaylon Moore (age 29, $15.0M)', 'Larry Borom (age 28, $5.0M)', 'Tristan Wirfs (age 28, $28.1M)']","24 comps at OL, age 25.0-31.0"
Jalen Coker,WR,Panthers,RFA,41.4,26.0,1075000.0,0.0,CAR,WR,jalen-coker,21.0,26.1,22.9,20,"['Drake London (age 26, $5.4M)', ""Ja'Marr Chase (age 26, $40.2M)"", 'Garrett Wilson (age 26, $32.5M)', 'Alec Pierce (age 26, $28.5M)']","20 comps at WR, age 23.0-29.0"
Josh Ross,S,Vikings,RFA,0.0,28.0,1075000.0,0.0,MIN,S,josh-ross,4.9,15.0,9.6,11,"['Antoine Winfield Jr. (age 28, $21.0M)', 'Dane Belton (age 27, $4.0M)', 'Brandon Jones (age 29, $6.7M)', 'Jaquan Brisker (age 28, $5.5M)']","11 comps at S, age 25.0-31.0"
Timmy Horne,IDL,Titans,UFA,0.0,30.0,1075000.0,0.0,TEN,IDL,timmy-horne,7.0,18.0,9.2,15,"['Davon Hamilton (age 30, $11.5M)', 'Daron Payne (age 30, $22.5M)', 'Tedarrell Slaton (age 30, $7.0M)', 'Harrison Phillips (age 31, $7.5M)']","15 comps at IDL, age 27.0-33.0"
Sidy Sow,RG,Texans,RFA,0.8,29.0,1075000.0,0.0,HOU,OL,sidy-sow,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Jalen Virgil,WR,Bills,UFA,0.0,29.0,1075000.0,0.0,BUF,WR,jalen-virgil,19.8,25.7,22.9,20,"['Christian Watson (age 28, $11.0M)', 'Marquise Brown (age 30, $5.0M)', 'D.K. Metcalf (age 29, $33.0M)', 'A.J. Brown (age 29, $32.0M)']","20 comps at WR, age 26.0-32.0"
Keir Thomas,EDGE,Rams,UFA,0.0,29.0,1075000.0,0.0,LAR,EDGE,keir-thomas,5.5,22.5,8.8,23,"['Malcolm Koonce (age 29, $11.0M)', 'Arnold Ebiketie (age 28, $4.3M)', 'Anthony Nelson (age 30, $5.0M)', 'Baron Browning (age 28, $7.5M)']","23 comps at EDGE, age 26.0-32.0"
Jamari Thrash,WR,Browns,RFA,19.9,27.0,1075000.0,0.0,CLE,WR,jamari-thrash,20.0,26.0,22.8,21,"['Christian Watson (age 28, $11.0M)', 'Chris Olave (age 27, $4.8M)', 'Justin Jefferson (age 27, $35.0M)', 'CeeDee Lamb (age 27, $34.0M)']","21 comps at WR, age 24.0-30.0"
K.J. Henry,EDGE,Steelers,RFA,0.0,28.0,1075000.0,0.0,PIT,EDGE,kj-henry,5.8,22.6,8.5,20,"['Arnold Ebiketie (age 28, $4.3M)', 'Baron Browning (age 28, $7.5M)', 'Will McDonald IV (age 28, $4.1M)', 'Tyree Wilson (age 27, $6.3M)']","20 comps at EDGE, age 25.0-31.0"
Darius Rush,CB,Commanders,RFA,0.0,27.0,1075000.0,0.0,WAS,CB,darius-rush,4.7,16.5,11.5,14,"[""Ja'Quan McMillian (age 27, $5.8M)"", 'Greg Newsome II (age 27, $8.0M)', 'Tariq Woolen (age 28, $12.0M)', 'Jaylon Johnson (age 28, $19.0M)']","14 comps at CB, age 24.0-30.0"
Damarion Williams,CB,Buccaneers,RFA,8.4,29.0,1075000.0,0.0,TB,CB,damarion-williams,4.6,15.3,7.2,16,"['Cobie Durant (age 29, $4.0M)', 'Jaire Alexander (age 29, $21.0M)', 'Isaiah Rodgers (age 29, $5.5M)', 'Tariq Woolen (age 28, $12.0M)']","16 comps at CB, age 26.0-32.0"
Michael Niese,LG,Lions,RFA,1.1,29.0,1075000.0,0.0,DET,OL,michael-niese,4.8,14.7,9.0,26,"['Jaylon Moore (age 29, $15.0M)', 'Austin Jackson (age 28, $7.0M)', 'Chris Lindstrom (age 29, $20.5M)', 'Ben Powers (age 31, $13.0M)']","26 comps at OL, age 26.0-32.0"
Sean Clifford,QB,Bengals,RFA,0.0,29.0,1075000.0,0.0,CIN,QB,sean-clifford,36.0,44.0,42.0,13,"['Justin Fields (age 28, $11.0M)', 'Lamar Jackson (age 29, $52.0M)', 'Daniel Jones (age 29, $44.0M)', 'Joe Burrow (age 30, $55.0M)']","13 comps at QB, age 26.0-32.0"
A.J. Finley,S,Seahawks,UFA,0.0,26.0,1075000.0,0.0,SEA,S,aj-finley,5.3,15.2,9.6,9,"['Dane Belton (age 27, $4.0M)', 'Kyle Hamilton (age 25, $20.6M)', 'Antoine Winfield Jr. (age 28, $21.0M)', 'Brandon Jones (age 29, $6.7M)']","9 comps at S, age 23.0-29.0"
Cam Grandy,TE,Bengals,RFA,2.5,28.0,1075000.0,0.0,CIN,TE,cam-grandy,4.2,11.2,8.2,9,"['Colby Parkinson (age 28, $7.5M)', 'Brock Wright (age 29, $4.0M)', 'Tommy Tremble (age 27, $5.2M)', 'Charlie Woerner (age 30, $4.0M)']","9 comps at TE, age 25.0-31.0"
